S.No,DSA Topic,LeetCode ID,Title,Difficulty,URL,Acceptance %,Max Frequency %,Companies Asking,# Companies,Status,Attempts,Date Completed,Time Taken (mins),Confidence (1-5),Needs Revision,Notes
127,Arrays & Hashing,1814,Count Nice Pairs in an Array,Medium,https://leetcode.com/problems/count-nice-pairs-in-an-array,48.4%,37.5%,Google | Meta | Uber,3,Not Done,0,,,,No,
128,Arrays & Hashing,1802,Maximum Value at a Given Index in a Bounded Array,Medium,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,38.9%,62.5%,Google | Microsoft | TikTok,3,Not Done,0,,,,No,
129,Arrays & Hashing,1870,Minimum Speed to Arrive on Time,Medium,https://leetcode.com/problems/minimum-speed-to-arrive-on-time,47.7%,25.0%,Amazon | Apple | Google,3,Not Done,0,,,,No,
130,Arrays & Hashing,2064,Minimized Maximum of Products Distributed to Any Store,Medium,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,63.0%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
131,Arrays & Hashing,299,Bulls and Cows,Medium,https://leetcode.com/problems/bulls-and-cows,52.2%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
132,Arrays & Hashing,3228,Maximum Number of Operations to Move Ones to the End,Medium,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end,67.1%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
133,Arrays & Hashing,624,Maximum Distance in Arrays,Medium,https://leetcode.com/problems/maximum-distance-in-arrays,45.6%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
134,Arrays & Hashing,3026,Maximum Good Subarray Sum,Medium,https://leetcode.com/problems/maximum-good-subarray-sum,21.4%,62.5%,Amazon | Atlassian | Google,3,Not Done,0,,,,No,
135,Arrays & Hashing,1310,XOR Queries of a Subarray,Medium,https://leetcode.com/problems/xor-queries-of-a-subarray,78.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
136,Arrays & Hashing,565,Array Nesting,Medium,https://leetcode.com/problems/array-nesting,56.5%,50.0%,Amazon | Apple | Google,3,Not Done,0,,,,No,
137,Arrays & Hashing,3341,Find Minimum Time to Reach Last Room I,Medium,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i,55.5%,62.5%,Google | Meta | Uber,3,Not Done,0,,,,No,
138,Arrays & Hashing,3133,Minimum Array End,Medium,https://leetcode.com/problems/minimum-array-end,55.4%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
139,Arrays & Hashing,3346,Maximum Frequency of an Element After Performing Operations I,Medium,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i,40.1%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
140,Arrays & Hashing,3356,Zero Array Transformation II,Medium,https://leetcode.com/problems/zero-array-transformation-ii,43.6%,37.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
141,Arrays & Hashing,3355,Zero Array Transformation I,Medium,https://leetcode.com/problems/zero-array-transformation-i,54.4%,50.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
142,Arrays & Hashing,1072,Flip Columns For Maximum Number of Equal Rows,Medium,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,78.6%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
143,Arrays & Hashing,3371,Identify the Largest Outlier in an Array,Medium,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array,36.2%,62.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
144,Arrays & Hashing,2593,Find Score of an Array After Marking All Elements,Medium,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,64.5%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
145,Arrays & Hashing,192,Word Frequency,Medium,https://leetcode.com/problems/word-frequency,28.4%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
146,Arrays & Hashing,3397,Maximum Number of Distinct Elements After Operations,Medium,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations,52.2%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
147,Arrays & Hashing,2161,Partition Array According to Given Pivot,Medium,https://leetcode.com/problems/partition-array-according-to-given-pivot,89.8%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
148,Arrays & Hashing,2845,Count of Interesting Subarrays,Medium,https://leetcode.com/problems/count-of-interesting-subarrays,58.0%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
149,Arrays & Hashing,3434,Maximum Frequency After Subarray Operation,Medium,https://leetcode.com/problems/maximum-frequency-after-subarray-operation,30.8%,50.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
150,Arrays & Hashing,2364,Count Number of Bad Pairs,Medium,https://leetcode.com/problems/count-number-of-bad-pairs,54.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
151,Arrays & Hashing,3066,Minimum Operations to Exceed Threshold Value II,Medium,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii,45.8%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
152,Arrays & Hashing,3186,Maximum Total Damage With Spell Casting,Medium,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,45.0%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
153,Arrays & Hashing,1856,Maximum Subarray Min-Product,Medium,https://leetcode.com/problems/maximum-subarray-min-product,40.0%,50.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
154,Arrays & Hashing,2033,Minimum Operations to Make a Uni-Value Grid,Medium,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid,67.5%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
155,Arrays & Hashing,2780,Minimum Index of a Valid Split,Medium,https://leetcode.com/problems/minimum-index-of-a-valid-split,75.5%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
156,Arrays & Hashing,2874,Maximum Value of an Ordered Triplet II,Medium,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii,56.4%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
157,Arrays & Hashing,3342,Find Minimum Time to Reach Last Room II,Medium,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii,67.9%,50.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
158,Arrays & Hashing,2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,Medium,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros,50.2%,25.0%,Amazon | Google | Salesforce,3,Not Done,0,,,,No,
159,Arrays & Hashing,3381,Maximum Subarray Sum With Length Divisible by K,Medium,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k,49.6%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
160,Arrays & Hashing,795,Number of Subarrays with Bounded Maximum,Medium,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,54.7%,25.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
161,Arrays & Hashing,3034,Number of Subarrays That Match a Pattern I,Medium,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i,68.4%,25.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
162,Arrays & Hashing,923,3Sum With Multiplicity,Medium,https://leetcode.com/problems/3sum-with-multiplicity,46.2%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
163,Arrays & Hashing,3366,Minimum Array Sum,Medium,https://leetcode.com/problems/minimum-array-sum,30.9%,25.0%,Amazon | Google | Salesforce,3,Not Done,0,,,,No,
164,Arrays & Hashing,2749,Minimum Operations to Make the Integer Zero,Medium,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero,58.2%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
165,Arrays & Hashing,3648,Minimum Sensors to Cover Grid,Medium,https://leetcode.com/problems/minimum-sensors-to-cover-grid,68.7%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
166,Arrays & Hashing,1282,Group the People Given the Group Size They Belong To,Medium,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,87.5%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
167,Arrays & Hashing,2939,Maximum Xor Product,Medium,https://leetcode.com/problems/maximum-xor-product,29.5%,62.5%,Atlassian | Google | Rippling,3,Not Done,0,,,,No,
168,Arrays & Hashing,3542,Minimum Operations to Convert All Elements to Zero,Medium,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero,52.9%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
169,Arrays & Hashing,978,Longest Turbulent Subarray,Medium,https://leetcode.com/problems/longest-turbulent-subarray,48.9%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
170,Arrays & Hashing,3634,Minimum Removals to Balance Array,Medium,https://leetcode.com/problems/minimum-removals-to-balance-array,47.9%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
171,Arrays & Hashing,2391,Minimum Amount of Time to Collect Garbage,Medium,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,85.1%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
172,Arrays & Hashing,3016,Minimum Number of Pushes to Type Word II,Medium,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii,80.0%,50.0%,Amazon | DE Shaw | Meta,3,Not Done,0,,,,No,
173,Arrays & Hashing,3576,Transform Array to All Equal Elements,Medium,https://leetcode.com/problems/transform-array-to-all-equal-elements,33.0%,75.0%,Flipkart | Meta | Microsoft,3,Not Done,0,,,,No,
174,Arrays & Hashing,3443,Maximum Manhattan Distance After K Changes,Medium,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes,54.2%,25.0%,Meta | Microsoft | Uber,3,Not Done,0,,,,No,
175,Arrays & Hashing,2333,Minimum Sum of Squared Difference,Medium,https://leetcode.com/problems/minimum-sum-of-squared-difference,26.7%,50.0%,Amazon | Microsoft | Uber,3,Not Done,0,,,,No,
176,Arrays & Hashing,2598,Smallest Missing Non-negative Integer After Operations,Medium,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,55.9%,62.5%,Amazon | Atlassian | Microsoft,3,Not Done,0,,,,No,
177,Two Pointers,42,Trapping Rain Water,Hard,https://leetcode.com/problems/trapping-rain-water,66.8%,87.5%,Airbnb | Amazon | Apple | ByteDance | CrowdStrike | DE Shaw | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok | Uber,15,Not Done,0,,,,No,
178,Two Pointers,443,String Compression,Medium,https://leetcode.com/problems/string-compression,59.5%,100.0%,Amazon | Apple | CrowdStrike | Google | Meta | Microsoft | MongoDB | Nvidia | Palo Alto Networks | Salesforce | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
179,Two Pointers,11,Container With Most Water,Medium,https://leetcode.com/problems/container-with-most-water,59.5%,87.5%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok | Uber,11,Not Done,0,,,,No,
180,Two Pointers,75,Sort Colors,Medium,https://leetcode.com/problems/sort-colors,69.1%,62.5%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok,9,Not Done,0,,,,No,
181,Two Pointers,1423,Maximum Points You Can Obtain from Cards,Medium,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,57.2%,100.0%,Amazon | DE Shaw | Flipkart | Google | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
182,Two Pointers,986,Interval List Intersections,Medium,https://leetcode.com/problems/interval-list-intersections,72.9%,75.0%,Amazon | Apple | DoorDash | Google | Meta | Microsoft | Uber,7,Not Done,0,,,,No,
183,Two Pointers,167,Two Sum II - Input Array Is Sorted,Medium,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,64.6%,50.0%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
184,Two Pointers,16,3Sum Closest,Medium,https://leetcode.com/problems/3sum-closest,48.0%,50.0%,Amazon | Flipkart | Google | Meta | Microsoft,5,Not Done,0,,,,No,
185,Two Pointers,259,3Sum Smaller,Medium,https://leetcode.com/problems/3sum-smaller,51.3%,37.5%,Google | Meta | Microsoft | TikTok,4,Not Done,0,,,,No,
186,Two Pointers,1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,49.3%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
187,Sliding Window,239,Sliding Window Maximum,Hard,https://leetcode.com/problems/sliding-window-maximum,48.4%,62.5%,Amazon | Apple | DE Shaw | DoorDash | Google | Meta | Microsoft | MongoDB | Nvidia | Palo Alto Networks | Salesforce | ServiceNow | TikTok | Uber,14,Not Done,0,,,,No,
188,Sliding Window,76,Minimum Window Substring,Hard,https://leetcode.com/problems/minimum-window-substring,46.9%,75.0%,Airbnb | Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Salesforce | TikTok | Uber,10,Not Done,0,,,,No,
189,Sliding Window,992,Subarrays with K Different Integers,Hard,https://leetcode.com/problems/subarrays-with-k-different-integers,67.5%,50.0%,Amazon | Google | Meta | Microsoft | Salesforce | ServiceNow | TikTok | Uber,8,Not Done,0,,,,No,
190,Sliding Window,480,Sliding Window Median,Hard,https://leetcode.com/problems/sliding-window-median,38.9%,62.5%,Amazon | Apple | DoorDash | Google | Meta | Microsoft,6,Not Done,0,,,,No,
191,Sliding Window,3,Longest Substring Without Repeating Characters,Medium,https://leetcode.com/problems/longest-substring-without-repeating-characters,38.5%,100.0%,Airbnb | Amazon | Apple | Atlassian | ByteDance | DE Shaw | Flipkart | Google | LinkedIn | Meta | Microsoft | Netflix | Nvidia | Palo Alto Networks | Salesforce | ServiceNow | TikTok | Uber,18,Not Done,0,,,,No,
192,Sliding Window,424,Longest Repeating Character Replacement,Medium,https://leetcode.com/problems/longest-repeating-character-replacement,59.0%,75.0%,Amazon | Apple | ByteDance | Flipkart | Google | Meta | Microsoft | ServiceNow | TikTok | Uber,10,Not Done,0,,,,No,
193,Sliding Window,209,Minimum Size Subarray Sum,Medium,https://leetcode.com/problems/minimum-size-subarray-sum,51.0%,50.0%,Amazon | Apple | DE Shaw | DoorDash | Google | Meta | Microsoft | Nvidia | TikTok,9,Not Done,0,,,,No,
194,Sliding Window,1004,Max Consecutive Ones III,Medium,https://leetcode.com/problems/max-consecutive-ones-iii,67.3%,87.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Salesforce | TikTok,8,Not Done,0,,,,No,
195,Sliding Window,438,Find All Anagrams in a String,Medium,https://leetcode.com/problems/find-all-anagrams-in-a-string,53.3%,75.0%,Amazon | Apple | Databricks | Google | Meta | Microsoft | TikTok,7,Not Done,0,,,,No,
196,Sliding Window,340,Longest Substring with At Most K Distinct Characters,Medium,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,49.9%,37.5%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
197,Sliding Window,904,Fruit Into Baskets,Medium,https://leetcode.com/problems/fruit-into-baskets,50.5%,50.0%,Amazon | Google | Meta | Microsoft | Netflix | ServiceNow,6,Not Done,0,,,,No,
198,Sliding Window,567,Permutation in String,Medium,https://leetcode.com/problems/permutation-in-string,48.4%,50.0%,Amazon | Databricks | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
199,Sliding Window,159,Longest Substring with At Most Two Distinct Characters,Medium,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,57.0%,50.0%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
200,Sliding Window,1358,Number of Substrings Containing All Three Characters,Medium,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,73.5%,75.0%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
201,Sliding Window,395,Longest Substring with At Least K Repeating Characters,Medium,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,46.0%,62.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
202,Sliding Window,2461,Maximum Sum of Distinct Subarrays With Length K,Medium,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,42.8%,50.0%,Amazon | Google | Meta | Microsoft | Nvidia,5,Not Done,0,,,,No,
203,Sliding Window,1838,Frequency of the Most Frequent Element,Medium,https://leetcode.com/problems/frequency-of-the-most-frequent-element,44.6%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
204,Sliding Window,3479,Fruits Into Baskets III,Medium,https://leetcode.com/problems/fruits-into-baskets-iii,38.9%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
205,Stack,84,Largest Rectangle in Histogram,Hard,https://leetcode.com/problems/largest-rectangle-in-histogram,49.3%,62.5%,Amazon | Apple | DE Shaw | DoorDash | Flipkart | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,11,Not Done,0,,,,No,
206,Stack,224,Basic Calculator,Hard,https://leetcode.com/problems/basic-calculator,46.5%,62.5%,Amazon | Apple | ByteDance | DoorDash | Google | Meta | Microsoft | Palo Alto Networks | Salesforce | TikTok | Uber,11,Not Done,0,,,,No,
207,Stack,1944,Number of Visible People in a Queue,Hard,https://leetcode.com/problems/number-of-visible-people-in-a-queue,72.3%,62.5%,Amazon | DoorDash | Google | LinkedIn | Meta | Microsoft | Rippling | Salesforce | ServiceNow | TikTok,10,Not Done,0,,,,No,
208,Stack,85,Maximal Rectangle,Hard,https://leetcode.com/problems/maximal-rectangle,58.1%,50.0%,Amazon | Apple | DE Shaw | Flipkart | Google | Meta | Microsoft | Salesforce | TikTok,9,Not Done,0,,,,No,
209,Stack,32,Longest Valid Parentheses,Hard,https://leetcode.com/problems/longest-valid-parentheses,38.0%,50.0%,Amazon | DE Shaw | Flipkart | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,9,Not Done,0,,,,No,
210,Stack,895,Maximum Frequency Stack,Hard,https://leetcode.com/problems/maximum-frequency-stack,66.6%,62.5%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Salesforce | TikTok | Uber,9,Not Done,0,,,,No,
211,Stack,772,Basic Calculator III,Hard,https://leetcode.com/problems/basic-calculator-iii,53.1%,75.0%,Amazon | DoorDash | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
212,Stack,862,Shortest Subarray with Sum at Least K,Hard,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,32.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
213,Stack,1776,Car Fleet II,Hard,https://leetcode.com/problems/car-fleet-ii,57.7%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
214,Stack,735,Asteroid Collision,Medium,https://leetcode.com/problems/asteroid-collision,47.1%,75.0%,Amazon | Apple | DE Shaw | DoorDash | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
215,Stack,22,Generate Parentheses,Medium,https://leetcode.com/problems/generate-parentheses,78.2%,75.0%,Amazon | Apple | DE Shaw | Flipkart | Google | Meta | Microsoft | Nvidia | ServiceNow | TikTok | Uber,11,Not Done,0,,,,No,
216,Stack,155,Min Stack,Medium,https://leetcode.com/problems/min-stack,57.7%,75.0%,Amazon | Apple | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | Palo Alto Networks | Salesforce | Uber,11,Not Done,0,,,,No,
217,Stack,394,Decode String,Medium,https://leetcode.com/problems/decode-string,62.2%,75.0%,Amazon | Apple | ByteDance | Google | Meta | Microsoft | Nvidia | Palo Alto Networks | Salesforce | TikTok,10,Not Done,0,,,,No,
